id,cp,estado,municipio,localidad,estimlo_ft,time_zone
50617,54798,MEX,,,0,America/Mexico_City
50618,54799,MEX,,,0,America/Mexico_City
50619,54800,MEX,24,17,0,America/Mexico_City
50620,54801,MEX,,,0,America/Mexico_City
50621,54802,MEX,,,0,America/Mexico_City
50622,54803,MEX,24,17,0,America/Mexico_City
50623,54804,MEX,24,17,0,America/Mexico_City
50624,54805,MEX,24,17,0,America/Mexico_City
50625,54806,MEX,,,0,America/Mexico_City
50626,54807,MEX,24,17,0,America/Mexico_City
50627,54808,MEX,,,0,America/Mexico_City
50628,54809,MEX,,,0,America/Mexico_City
50629,54810,MEX,,,0,America/Mexico_City
50630,54811,MEX,,,0,America/Mexico_City
50631,54812,MEX,,,0,America/Mexico_City
50632,54813,MEX,,,0,America/Mexico_City
50633,54814,MEX,,,0,America/Mexico_City
50634,54815,MEX,,,0,America/Mexico_City
50635,54816,MEX,,,0,America/Mexico_City
50636,54817,MEX,,,0,America/Mexico_City
50637,54818,MEX,,,0,America/Mexico_City
50638,54819,MEX,,,0,America/Mexico_City
50639,54820,MEX,,,0,America/Mexico_City
50640,54821,MEX,,,0,America/Mexico_City
50641,54822,MEX,,,0,America/Mexico_City
50642,54823,MEX,,,0,America/Mexico_City
50643,54824,MEX,,,0,America/Mexico_City
50644,54825,MEX,,,0,America/Mexico_City
50645,54826,MEX,,,0,America/Mexico_City
50646,54827,MEX,,,0,America/Mexico_City
50647,54828,MEX,,,0,America/Mexico_City
50648,54829,MEX,,,0,America/Mexico_City
50649,54830,MEX,24,,0,America/Mexico_City
50650,54831,MEX,24,17,0,America/Mexico_City
50651,54832,MEX,,,0,America/Mexico_City
50652,54833,MEX,,,0,America/Mexico_City
50653,54834,MEX,24,17,0,America/Mexico_City
50654,54835,MEX,,,0,America/Mexico_City
50655,54836,MEX,,,0,America/Mexico_City
50656,54837,MEX,,,0,America/Mexico_City
50657,54838,MEX,,,0,America/Mexico_City
50658,54839,MEX,,,0,America/Mexico_City
50659,54840,MEX,24,17,0,America/Mexico_City
50660,54841,MEX,,,0,America/Mexico_City
50661,54842,MEX,,,0,America/Mexico_City
50662,54843,MEX,,,0,America/Mexico_City
50663,54844,MEX,,,0,America/Mexico_City
50664,54845,MEX,,,0,America/Mexico_City
50665,54846,MEX,,,0,America/Mexico_City
50666,54847,MEX,,,0,America/Mexico_City
50667,54848,MEX,,,0,America/Mexico_City
50668,54849,MEX,,,0,America/Mexico_City
50669,54850,MEX,24,17,0,America/Mexico_City
50670,54851,MEX,,,0,America/Mexico_City
50671,54852,MEX,,,0,America/Mexico_City
50672,54853,MEX,,,0,America/Mexico_City
50673,54854,MEX,,,0,America/Mexico_City
50674,54855,MEX,24,17,0,America/Mexico_City
50675,54856,MEX,,,0,America/Mexico_City
50676,54857,MEX,24,17,0,America/Mexico_City
50677,54858,MEX,24,17,0,America/Mexico_City
50678,54859,MEX,,,0,America/Mexico_City
50679,54860,MEX,24,17,0,America/Mexico_City
50680,54861,MEX,,,0,America/Mexico_City
50681,54862,MEX,,,0,America/Mexico_City
50682,54863,MEX,,,0,America/Mexico_City
50683,54864,MEX,,,0,America/Mexico_City
50684,54865,MEX,,,0,America/Mexico_City
50685,54866,MEX,,,0,America/Mexico_City
50686,54867,MEX,,,0,America/Mexico_City
50687,54868,MEX,,,0,America/Mexico_City
50688,54869,MEX,,,0,America/Mexico_City
50689,54870,MEX,24,17,0,America/Mexico_City
50690,54871,MEX,,,0,America/Mexico_City
50691,54872,MEX,,,0,America/Mexico_City
50692,54873,MEX,,,0,America/Mexico_City
50693,54874,MEX,,,0,America/Mexico_City
50694,54875,MEX,24,17,0,America/Mexico_City
50695,54876,MEX,,,0,America/Mexico_City
50696,54877,MEX,24,17,0,America/Mexico_City
50697,54878,MEX,24,17,0,America/Mexico_City
50698,54879,MEX,24,17,0,America/Mexico_City
50699,54880,MEX,53,26,0,America/Mexico_City
50700,54881,MEX,,,0,America/Mexico_City
50701,54882,MEX,53,26,0,America/Mexico_City
50702,54883,MEX,53,26,0,America/Mexico_City
50703,54884,MEX,53,26,0,America/Mexico_City
50704,54885,MEX,,,0,America/Mexico_City
50705,54886,MEX,,,0,America/Mexico_City
50706,54887,MEX,,,0,America/Mexico_City
50707,54888,MEX,,,0,America/Mexico_City
50708,54889,MEX,,,0,America/Mexico_City
50709,54890,MEX,53,,0,America/Mexico_City
50710,54891,MEX,,,0,America/Mexico_City
50711,54892,MEX,,,0,America/Mexico_City
50712,54893,MEX,53,,0,America/Mexico_City
50713,54894,MEX,53,,0,America/Mexico_City
50714,54895,MEX,53,,0,America/Mexico_City
50715,54896,MEX,,,0,America/Mexico_City
50716,54897,MEX,,,0,America/Mexico_City
50717,54898,MEX,,,0,America/Mexico_City
50718,54899,MEX,,,0,America/Mexico_City
50719,54900,MEX,109,16,0,America/Mexico_City
50720,54901,MEX,,,0,America/Mexico_City
50721,54902,MEX,,,0,America/Mexico_City
50722,54903,MEX,,,0,America/Mexico_City
50723,54904,MEX,,,0,America/Mexico_City
50724,54905,MEX,,,0,America/Mexico_City
50725,54906,MEX,,,0,America/Mexico_City
50726,54907,MEX,,,0,America/Mexico_City
50727,54908,MEX,,,0,America/Mexico_City
50728,54909,MEX,,,0,America/Mexico_City
50729,54910,MEX,109,16,0,America/Mexico_City
50730,54911,MEX,,,0,America/Mexico_City
50731,54912,MEX,,,0,America/Mexico_City
50732,54913,MEX,109,16,0,America/Mexico_City
50733,54914,MEX,109,16,0,America/Mexico_City
50734,54915,MEX,109,16,0,America/Mexico_City
50735,54916,MEX,109,16,0,America/Mexico_City
50736,54917,MEX,,,0,America/Mexico_City
50737,54918,MEX,109,16,0,America/Mexico_City
50738,54919,MEX,,,0,America/Mexico_City
50739,54920,MEX,109,16,0,America/Mexico_City
50740,54921,MEX,,,0,America/Mexico_City
50741,54922,MEX,,,0,America/Mexico_City
50742,54923,MEX,,,0,America/Mexico_City
50743,54924,MEX,109,16,0,America/Mexico_City
50744,54925,MEX,109,16,0,America/Mexico_City
50745,54926,MEX,109,16,0,America/Mexico_City
50746,54927,MEX,109,16,0,America/Mexico_City
50747,54928,MEX,,,0,America/Mexico_City
50748,54929,MEX,109,16,0,America/Mexico_City
50749,54930,MEX,109,16,0,America/Mexico_City
50750,54931,MEX,,,0,America/Mexico_City
50751,54932,MEX,109,16,0,America/Mexico_City
50752,54933,MEX,109,16,0,America/Mexico_City
50753,54934,MEX,109,16,0,America/Mexico_City
50754,54935,MEX,109,16,0,America/Mexico_City
50755,54936,MEX,,,0,America/Mexico_City
50756,54937,MEX,,,0,America/Mexico_City
50757,54938,MEX,109,16,0,America/Mexico_City
50758,54939,MEX,109,16,0,America/Mexico_City
50759,54940,MEX,109,16,0,America/Mexico_City
50760,54941,MEX,,,0,America/Mexico_City
50761,54942,MEX,109,16,0,America/Mexico_City
50762,54943,MEX,109,16,0,America/Mexico_City
50763,54944,MEX,109,16,0,America/Mexico_City
50764,54945,MEX,109,16,0,America/Mexico_City
50765,54946,MEX,109,16,0,America/Mexico_City
50766,54947,MEX,,,0,America/Mexico_City
50767,54948,MEX,109,16,0,America/Mexico_City
50768,54949,MEX,109,16,0,America/Mexico_City
50769,54950,MEX,109,16,0,America/Mexico_City
50770,54951,MEX,,,0,America/Mexico_City
50771,54952,MEX,,,0,America/Mexico_City
50772,54953,MEX,,,0,America/Mexico_City
50773,54954,MEX,109,16,0,America/Mexico_City
50774,54955,MEX,109,16,0,America/Mexico_City
50775,54956,MEX,,,0,America/Mexico_City
50776,54957,MEX,109,16,0,America/Mexico_City
50777,54958,MEX,109,16,0,America/Mexico_City
50778,54959,MEX,109,16,0,America/Mexico_City
50779,54960,MEX,108,15,0,America/Mexico_City
50780,54961,MEX,,,0,America/Mexico_City
50781,54962,MEX,108,15,0,America/Mexico_City
50782,54963,MEX,108,,0,America/Mexico_City
50783,54964,MEX,108,15,0,America/Mexico_City
50784,54965,MEX,108,15,0,America/Mexico_City
50785,54966,MEX,108,15,0,America/Mexico_City
50786,54967,MEX,108,15,0,America/Mexico_City
50787,54968,MEX,,,0,America/Mexico_City
50788,54969,MEX,,,0,America/Mexico_City
50789,54970,MEX,108,15,0,America/Mexico_City
50790,54971,MEX,,,0,America/Mexico_City
50791,54972,MEX,108,15,0,America/Mexico_City
50792,54973,MEX,,,0,America/Mexico_City
50793,54974,MEX,108,15,0,America/Mexico_City
50794,54975,MEX,108,15,0,America/Mexico_City
50795,54976,MEX,108,15,0,America/Mexico_City
50796,54977,MEX,108,15,0,America/Mexico_City
50797,54978,MEX,,,0,America/Mexico_City
50798,54979,MEX,,,0,America/Mexico_City
50799,54980,MEX,108,15,0,America/Mexico_City
50800,54981,MEX,,,0,America/Mexico_City
50801,54982,MEX,,,0,America/Mexico_City
50802,54983,MEX,108,15,0,America/Mexico_City
50803,54984,MEX,108,15,0,America/Mexico_City
50804,54985,MEX,108,15,0,America/Mexico_City
50805,54986,MEX,108,15,0,America/Mexico_City
50806,54987,MEX,108,15,0,America/Mexico_City
50807,54988,MEX,,,0,America/Mexico_City
50808,54989,MEX,,,0,America/Mexico_City
50809,54990,MEX,108,15,0,America/Mexico_City
50810,54991,MEX,,,0,America/Mexico_City
50811,54992,MEX,,,0,America/Mexico_City
50812,54993,MEX,,,0,America/Mexico_City
50813,54994,MEX,,,0,America/Mexico_City
50814,54995,MEX,,,0,America/Mexico_City
50815,54996,MEX,,,0,America/Mexico_City
50816,54997,MEX,,,0,America/Mexico_City
50817,54998,MEX,,,0,America/Mexico_City
50818,54999,MEX,,,0,America/Mexico_City
50819,55000,MEX,33,5,0,America/Mexico_City
50820,55001,MEX,,,0,America/Mexico_City
50821,55002,MEX,,,0,America/Mexico_City
50822,55003,MEX,,,0,America/Mexico_City
50823,55004,MEX,,,0,America/Mexico_City
50824,55005,MEX,,,0,America/Mexico_City
50825,55006,MEX,,,0,America/Mexico_City
50826,55007,MEX,,,0,America/Mexico_City
50827,55008,MEX,,,0,America/Mexico_City
50828,55009,MEX,,,0,America/Mexico_City
50829,55010,MEX,33,5,0,America/Mexico_City
50830,55011,MEX,,,0,America/Mexico_City
50831,55012,MEX,,,0,America/Mexico_City
50832,55013,MEX,,,0,America/Mexico_City
50833,55014,MEX,33,5,0,America/Mexico_City
50834,55015,MEX,,,0,America/Mexico_City
50835,55016,MEX,33,5,0,America/Mexico_City
50836,55017,MEX,33,5,0,America/Mexico_City
50837,55018,MEX,33,5,0,America/Mexico_City
50838,55019,MEX,,,0,America/Mexico_City
50839,55020,MEX,33,5,0,America/Mexico_City
50840,55021,MEX,,,0,America/Mexico_City
50841,55022,MEX,,,0,America/Mexico_City
50842,55023,MEX,33,5,0,America/Mexico_City
50843,55024,MEX,33,5,0,America/Mexico_City
50844,55025,MEX,33,5,0,America/Mexico_City
50845,55026,MEX,,,0,America/Mexico_City
50846,55027,MEX,33,5,0,America/Mexico_City
50847,55028,MEX,33,5,0,America/Mexico_City
50848,55029,MEX,33,5,0,America/Mexico_City
50849,55030,MEX,33,5,0,America/Mexico_City
50850,55031,MEX,,,0,America/Mexico_City
50851,55032,MEX,,,0,America/Mexico_City
50852,55033,MEX,,,0,America/Mexico_City
50853,55034,MEX,,,0,America/Mexico_City
50854,55035,MEX,,,0,America/Mexico_City
50855,55036,MEX,33,5,0,America/Mexico_City
50856,55037,MEX,33,5,0,America/Mexico_City
50857,55038,MEX,33,5,0,America/Mexico_City
50858,55039,MEX,33,5,0,America/Mexico_City
50859,55040,MEX,33,5,0,America/Mexico_City
50860,55041,MEX,,,0,America/Mexico_City
50861,55042,MEX,,,0,America/Mexico_City
50862,55043,MEX,,,0,America/Mexico_City
50863,55044,MEX,33,5,0,America/Mexico_City
50864,55045,MEX,,,0,America/Mexico_City
50865,55046,MEX,,,0,America/Mexico_City
50866,55047,MEX,,,0,America/Mexico_City
50867,55048,MEX,,,0,America/Mexico_City
50868,55049,MEX,,,0,America/Mexico_City
50869,55050,MEX,33,5,0,America/Mexico_City
50870,55051,MEX,,,0,America/Mexico_City
50871,55052,MEX,,,0,America/Mexico_City
50872,55053,MEX,,,0,America/Mexico_City
50873,55054,MEX,,,0,America/Mexico_City
50874,55055,MEX,33,5,0,America/Mexico_City
50875,55056,MEX,33,5,0,America/Mexico_City
50876,55057,MEX,33,5,0,America/Mexico_City
50877,55058,MEX,,,0,America/Mexico_City
50878,55059,MEX,33,5,0,America/Mexico_City
50879,55060,MEX,33,5,0,America/Mexico_City
50880,55061,MEX,,,0,America/Mexico_City
50881,55062,MEX,,,0,America/Mexico_City
50882,55063,MEX,33,5,0,America/Mexico_City
50883,55064,MEX,33,5,0,America/Mexico_City
50884,55065,MEX,33,5,0,America/Mexico_City
50885,55066,MEX,33,5,0,America/Mexico_City
50886,55067,MEX,33,5,0,America/Mexico_City
50887,55068,MEX,33,5,0,America/Mexico_City
50888,55069,MEX,33,5,0,America/Mexico_City
50889,55070,MEX,33,5,0,America/Mexico_City
50890,55071,MEX,,,0,America/Mexico_City
50891,55072,MEX,,,0,America/Mexico_City
50892,55073,MEX,,,0,America/Mexico_City
50893,55074,MEX,33,5,0,America/Mexico_City
50894,55075,MEX,33,5,0,America/Mexico_City
50895,55076,MEX,33,5,0,America/Mexico_City
50896,55077,MEX,,,0,America/Mexico_City
50897,55078,MEX,,,0,America/Mexico_City
50898,55079,MEX,,,0,America/Mexico_City
50899,55080,MEX,33,5,0,America/Mexico_City
50900,55081,MEX,,,0,America/Mexico_City
50901,55082,MEX,,,0,America/Mexico_City
50902,55083,MEX,,,0,America/Mexico_City
50903,55084,MEX,33,5,0,America/Mexico_City
50904,55085,MEX,33,5,0,America/Mexico_City
50905,55086,MEX,,,0,America/Mexico_City
50906,55087,MEX,33,5,0,America/Mexico_City
50907,55088,MEX,,,0,America/Mexico_City
50908,55089,MEX,,,0,America/Mexico_City
50909,55090,MEX,33,5,0,America/Mexico_City
50910,55091,MEX,,,0,America/Mexico_City
50911,55092,MEX,,,0,America/Mexico_City
50912,55093,MEX,,,0,America/Mexico_City
50913,55094,MEX,33,5,0,America/Mexico_City
50914,55095,MEX,33,5,0,America/Mexico_City
50915,55096,MEX,,,0,America/Mexico_City
50916,55097,MEX,,,0,America/Mexico_City
50917,55098,MEX,,,0,America/Mexico_City
50918,55099,MEX,,,0,America/Mexico_City
50919,55100,MEX,33,5,0,America/Mexico_City
50920,55101,MEX,,,0,America/Mexico_City
50921,55102,MEX,,,0,America/Mexico_City
50922,55103,MEX,,,0,America/Mexico_City
50923,55104,MEX,33,5,0,America/Mexico_City
50924,55105,MEX,33,5,0,America/Mexico_City
50925,55106,MEX,,,0,America/Mexico_City
50926,55107,MEX,33,5,0,America/Mexico_City
50927,55108,MEX,,,0,America/Mexico_City
50928,55109,MEX,,,0,America/Mexico_City
50929,55110,MEX,,,0,America/Mexico_City
50930,55111,MEX,,,0,America/Mexico_City
50931,55112,MEX,,,0,America/Mexico_City
50932,55113,MEX,,,0,America/Mexico_City
50933,55114,MEX,33,5,0,America/Mexico_City
50934,55115,MEX,33,5,0,America/Mexico_City
50935,55116,MEX,,,0,America/Mexico_City
50936,55117,MEX,33,5,0,America/Mexico_City
50937,55118,MEX,33,5,0,America/Mexico_City
50938,55119,MEX,33,5,0,America/Mexico_City
50939,55120,MEX,33,5,0,America/Mexico_City
50940,55121,MEX,,,0,America/Mexico_City
50941,55122,MEX,,,0,America/Mexico_City
50942,55123,MEX,,,0,America/Mexico_City
50943,55124,MEX,,,0,America/Mexico_City
50944,55125,MEX,33,5,0,America/Mexico_City
50945,55126,MEX,33,5,0,America/Mexico_City
50946,55127,MEX,33,5,0,America/Mexico_City
50947,55128,MEX,33,5,0,America/Mexico_City
50948,55129,MEX,33,5,0,America/Mexico_City
50949,55130,MEX,33,5,0,America/Mexico_City
50950,55131,MEX,,,0,America/Mexico_City
50951,55132,MEX,,,0,America/Mexico_City
50952,55133,MEX,,,0,America/Mexico_City
50953,55134,MEX,,,0,America/Mexico_City
50954,55135,MEX,33,5,0,America/Mexico_City
50955,55136,MEX,,,0,America/Mexico_City
50956,55137,MEX,33,5,0,America/Mexico_City
50957,55138,MEX,33,5,0,America/Mexico_City
50958,55139,MEX,33,5,0,America/Mexico_City
50959,55140,MEX,33,5,0,America/Mexico_City
50960,55141,MEX,,,0,America/Mexico_City
50961,55142,MEX,,,0,America/Mexico_City
50962,55143,MEX,,,0,America/Mexico_City
50963,55144,MEX,,,0,America/Mexico_City
50964,55145,MEX,,,0,America/Mexico_City
50965,55146,MEX,33,5,0,America/Mexico_City
50966,55147,MEX,33,5,0,America/Mexico_City
50967,55148,MEX,33,5,0,America/Mexico_City
50968,55149,MEX,33,5,0,America/Mexico_City
50969,55150,MEX,,,0,America/Mexico_City
50970,55151,MEX,,,0,America/Mexico_City
50971,55152,MEX,,,0,America/Mexico_City
50972,55153,MEX,,,0,America/Mexico_City
50973,55154,MEX,,,0,America/Mexico_City
50974,55155,MEX,,,0,America/Mexico_City
50975,55156,MEX,,,0,America/Mexico_City
50976,55157,MEX,,,0,America/Mexico_City
50977,55158,MEX,33,5,0,America/Mexico_City
50978,55159,MEX,,,0,America/Mexico_City
50979,55160,MEX,,,0,America/Mexico_City
50980,55161,MEX,,,0,America/Mexico_City
50981,55162,MEX,,,0,America/Mexico_City
50982,55163,MEX,,,0,America/Mexico_City
50983,55164,MEX,,,0,America/Mexico_City
50984,55165,MEX,,,0,America/Mexico_City
50985,55166,MEX,,,0,America/Mexico_City
50986,55167,MEX,,,0,America/Mexico_City
50987,55168,MEX,,,0,America/Mexico_City
50988,55169,MEX,,,0,America/Mexico_City
50989,55170,MEX,33,5,0,America/Mexico_City
50990,55171,MEX,,,0,America/Mexico_City
50991,55172,MEX,,,0,America/Mexico_City
50992,55173,MEX,,,0,America/Mexico_City
50993,55174,MEX,,,0,America/Mexico_City
50994,55175,MEX,,,0,America/Mexico_City
50995,55176,MEX,33,5,0,America/Mexico_City
50996,55177,MEX,,,0,America/Mexico_City
50997,55178,MEX,,,0,America/Mexico_City
50998,55179,MEX,,,0,America/Mexico_City
50999,55180,MEX,33,5,0,America/Mexico_City
51000,55181,MEX,,,0,America/Mexico_City
51001,55182,MEX,,,0,America/Mexico_City
51002,55183,MEX,,,0,America/Mexico_City
51003,55184,MEX,,,0,America/Mexico_City
51004,55185,MEX,,,0,America/Mexico_City
51005,55186,MEX,,,0,America/Mexico_City
51006,55187,MEX,33,5,0,America/Mexico_City
51007,55188,MEX,33,5,0,America/Mexico_City
51008,55189,MEX,33,5,0,America/Mexico_City
51009,55190,MEX,33,5,0,America/Mexico_City
51010,55191,MEX,,,0,America/Mexico_City
51011,55192,MEX,,,0,America/Mexico_City
51012,55193,MEX,,,0,America/Mexico_City
51013,55194,MEX,,,0,America/Mexico_City
51014,55195,MEX,,,0,America/Mexico_City
51015,55196,MEX,,,0,America/Mexico_City
51016,55197,MEX,,,0,America/Mexico_City
51017,55198,MEX,,,0,America/Mexico_City
51018,55199,MEX,,,0,America/Mexico_City
51019,55200,MEX,33,5,0,America/Mexico_City
51020,55201,MEX,,,0,America/Mexico_City
51021,55202,MEX,,,0,America/Mexico_City
51022,55203,MEX,,,0,America/Mexico_City
51023,55204,MEX,,,0,America/Mexico_City
51024,55205,MEX,,,0,America/Mexico_City
51025,55206,MEX,,,0,America/Mexico_City
51026,55207,MEX,,,0,America/Mexico_City
51027,55208,MEX,,,0,America/Mexico_City
51028,55209,MEX,,,0,America/Mexico_City
51029,55210,MEX,33,5,0,America/Mexico_City
51030,55211,MEX,,,0,America/Mexico_City
51031,55212,MEX,,,0,America/Mexico_City
51032,55213,MEX,,,0,America/Mexico_City
51033,55214,MEX,,,0,America/Mexico_City
51034,55215,MEX,,,0,America/Mexico_City
51035,55216,MEX,,,0,America/Mexico_City
51036,55217,MEX,,,0,America/Mexico_City
51037,55218,MEX,33,5,0,America/Mexico_City
51038,55219,MEX,,,0,America/Mexico_City
51039,55220,MEX,33,5,0,America/Mexico_City
51040,55221,MEX,,,0,America/Mexico_City
51041,55222,MEX,,,0,America/Mexico_City
51042,55223,MEX,,,0,America/Mexico_City
51043,55224,MEX,,,0,America/Mexico_City
51044,55225,MEX,,,0,America/Mexico_City
51045,55226,MEX,,,0,America/Mexico_City
51046,55227,MEX,,,0,America/Mexico_City
51047,55228,MEX,,,0,America/Mexico_City
51048,55229,MEX,,,0,America/Mexico_City
51049,55230,MEX,33,5,0,America/Mexico_City
51050,55231,MEX,,,0,America/Mexico_City
51051,55232,MEX,,,0,America/Mexico_City
51052,55233,MEX,,,0,America/Mexico_City
51053,55234,MEX,33,5,0,America/Mexico_City
51054,55235,MEX,33,5,0,America/Mexico_City
51055,55236,MEX,33,5,0,America/Mexico_City
51056,55237,MEX,33,5,0,America/Mexico_City
51057,55238,MEX,33,5,0,America/Mexico_City
51058,55239,MEX,,,0,America/Mexico_City
51059,55240,MEX,33,5,0,America/Mexico_City
51060,55241,MEX,,,0,America/Mexico_City
51061,55242,MEX,33,5,0,America/Mexico_City
51062,55243,MEX,33,5,0,America/Mexico_City
51063,55244,MEX,33,5,0,America/Mexico_City
51064,55245,MEX,33,5,0,America/Mexico_City
51065,55246,MEX,33,5,0,America/Mexico_City
51066,55247,MEX,33,5,0,America/Mexico_City
51067,55248,MEX,33,5,0,America/Mexico_City
51068,55249,MEX,33,5,0,America/Mexico_City
51069,55250,MEX,,,0,America/Mexico_City
51070,55251,MEX,,,0,America/Mexico_City
51071,55252,MEX,,,0,America/Mexico_City
51072,55253,MEX,,,0,America/Mexico_City
51073,55254,MEX,,,0,America/Mexico_City
51074,55255,MEX,,,0,America/Mexico_City
51075,55256,MEX,,,0,America/Mexico_City
51076,55257,MEX,,,0,America/Mexico_City
51077,55258,MEX,,,0,America/Mexico_City
51078,55259,MEX,,,0,America/Mexico_City
51079,55260,MEX,33,5,0,America/Mexico_City
51080,55261,MEX,,,0,America/Mexico_City
51081,55262,MEX,,,0,America/Mexico_City
51082,55263,MEX,,,0,America/Mexico_City
51083,55264,MEX,33,5,0,America/Mexico_City
51084,55265,MEX,,,0,America/Mexico_City
51085,55266,MEX,33,5,0,America/Mexico_City
51086,55267,MEX,33,5,0,America/Mexico_City
51087,55268,MEX,33,5,0,America/Mexico_City
51088,55269,MEX,33,5,0,America/Mexico_City
51089,55270,MEX,33,5,0,America/Mexico_City
51090,55271,MEX,,,0,America/Mexico_City
51091,55272,MEX,,,0,America/Mexico_City
51092,55273,MEX,,,0,America/Mexico_City
51093,55274,MEX,,,0,America/Mexico_City
51094,55275,MEX,,,0,America/Mexico_City
51095,55276,MEX,,,0,America/Mexico_City
51096,55277,MEX,,,0,America/Mexico_City
51097,55278,MEX,,,0,America/Mexico_City
51098,55279,MEX,,,0,America/Mexico_City
51099,55280,MEX,33,5,0,America/Mexico_City
51100,55281,MEX,,,0,America/Mexico_City
51101,55282,MEX,,,0,America/Mexico_City
51102,55283,MEX,,,0,America/Mexico_City
51103,55284,MEX,33,5,0,America/Mexico_City
51104,55285,MEX,,,0,America/Mexico_City
51105,55286,MEX,,,0,America/Mexico_City
51106,55287,MEX,33,5,0,America/Mexico_City
51107,55288,MEX,33,5,0,America/Mexico_City
51108,55289,MEX,33,5,0,America/Mexico_City
51109,55290,MEX,33,5,0,America/Mexico_City
51110,55291,MEX,,,0,America/Mexico_City
51111,55292,MEX,,,0,America/Mexico_City
51112,55293,MEX,,,0,America/Mexico_City
51113,55294,MEX,33,5,0,America/Mexico_City
51114,55295,MEX,33,5,0,America/Mexico_City
51115,55296,MEX,33,5,0,America/Mexico_City
51116,55297,MEX,33,5,0,America/Mexico_City
51117,55298,MEX,33,5,0,America/Mexico_City
51118,55299,MEX,33,5,0,America/Mexico_City
51119,55300,MEX,33,5,0,America/Mexico_City
51120,55301,MEX,,,0,America/Mexico_City
51121,55302,MEX,,,0,America/Mexico_City
51122,55303,MEX,,,0,America/Mexico_City
51123,55304,MEX,,,0,America/Mexico_City
51124,55305,MEX,,,0,America/Mexico_City
51125,55306,MEX,,,0,America/Mexico_City
51126,55307,MEX,,,0,America/Mexico_City
51127,55308,MEX,33,5,0,America/Mexico_City
51128,55309,MEX,,,0,America/Mexico_City
51129,55310,MEX,33,5,0,America/Mexico_City
51130,55311,MEX,,,0,America/Mexico_City
51131,55312,MEX,,,0,America/Mexico_City
51132,55313,MEX,,,0,America/Mexico_City
51133,55314,MEX,,,0,America/Mexico_City
51134,55315,MEX,,,0,America/Mexico_City
51135,55316,MEX,33,5,0,America/Mexico_City
51136,55317,MEX,33,5,0,America/Mexico_City
51137,55318,MEX,,,0,America/Mexico_City
51138,55319,MEX,,,0,America/Mexico_City
51139,55320,MEX,33,5,0,America/Mexico_City
51140,55321,MEX,,,0,America/Mexico_City
51141,55322,MEX,,,0,America/Mexico_City
51142,55323,MEX,,,0,America/Mexico_City
51143,55324,MEX,,,0,America/Mexico_City
51144,55325,MEX,,,0,America/Mexico_City
51145,55326,MEX,,,0,America/Mexico_City
51146,55327,MEX,,,0,America/Mexico_City
51147,55328,MEX,,,0,America/Mexico_City
51148,55329,MEX,,,0,America/Mexico_City
51149,55330,MEX,33,5,0,America/Mexico_City
51150,55331,MEX,,,0,America/Mexico_City
51151,55332,MEX,,,0,America/Mexico_City
51152,55333,MEX,,,0,America/Mexico_City
51153,55334,MEX,,,0,America/Mexico_City
51154,55335,MEX,,,0,America/Mexico_City
51155,55336,MEX,,,0,America/Mexico_City
51156,55337,MEX,,,0,America/Mexico_City
51157,55338,MEX,33,5,0,America/Mexico_City
51158,55339,MEX,33,5,0,America/Mexico_City
51159,55340,MEX,33,5,0,America/Mexico_City
51160,55341,MEX,,,0,America/Mexico_City
51161,55342,MEX,,,0,America/Mexico_City
51162,55343,MEX,,,0,America/Mexico_City
51163,55344,MEX,,,0,America/Mexico_City
51164,55345,MEX,,,0,America/Mexico_City
51165,55346,MEX,,,0,America/Mexico_City
51166,55347,MEX,33,5,0,America/Mexico_City
51167,55348,MEX,33,5,0,America/Mexico_City
51168,55349,MEX,33,5,0,America/Mexico_City
51169,55350,MEX,,,0,America/Mexico_City
51170,55351,MEX,,,0,America/Mexico_City
51171,55352,MEX,,,0,America/Mexico_City
51172,55353,MEX,,,0,America/Mexico_City
51173,55354,MEX,,,0,America/Mexico_City
51174,55355,MEX,,,0,America/Mexico_City
51175,55356,MEX,,,0,America/Mexico_City
51176,55357,MEX,,,0,America/Mexico_City
51177,55358,MEX,,,0,America/Mexico_City
51178,55359,MEX,,,0,America/Mexico_City
51179,55360,MEX,33,5,0,America/Mexico_City
51180,55361,MEX,,,0,America/Mexico_City
51181,55362,MEX,,,0,America/Mexico_City
51182,55363,MEX,,,0,America/Mexico_City
51183,55364,MEX,,,0,America/Mexico_City
51184,55365,MEX,,,0,America/Mexico_City
51185,55366,MEX,,,0,America/Mexico_City
51186,55367,MEX,,,0,America/Mexico_City
51187,55368,MEX,,,0,America/Mexico_City
51188,55369,MEX,33,5,0,America/Mexico_City
51189,55370,MEX,,,0,America/Mexico_City
51190,55371,MEX,,,0,America/Mexico_City
51191,55372,MEX,,,0,America/Mexico_City
51192,55373,MEX,,,0,America/Mexico_City
51193,55374,MEX,,,0,America/Mexico_City
51194,55375,MEX,,,0,America/Mexico_City
51195,55376,MEX,,,0,America/Mexico_City
51196,55377,MEX,,,0,America/Mexico_City
51197,55378,MEX,,,0,America/Mexico_City
51198,55379,MEX,,,0,America/Mexico_City
51199,55380,MEX,,,0,America/Mexico_City
51200,55381,MEX,,,0,America/Mexico_City
51201,55382,MEX,,,0,America/Mexico_City
51202,55383,MEX,,,0,America/Mexico_City
51203,55384,MEX,,,0,America/Mexico_City
51204,55385,MEX,,,0,America/Mexico_City
51205,55386,MEX,,,0,America/Mexico_City
