id,cp,estado,municipio,localidad,estimlo_ft,time_zone
25101,12120,DIF,,,0,America/Mexico_City
25102,12121,DIF,,,0,America/Mexico_City
25103,12122,DIF,,,0,America/Mexico_City
25104,12123,DIF,,,0,America/Mexico_City
25105,12124,DIF,,,0,America/Mexico_City
25106,12125,DIF,,,0,America/Mexico_City
25107,12126,DIF,,,0,America/Mexico_City
25108,12127,DIF,,,0,America/Mexico_City
25109,12128,DIF,,,0,America/Mexico_City
25110,12129,DIF,,,0,America/Mexico_City
25111,12130,DIF,,,0,America/Mexico_City
25112,12131,DIF,,,0,America/Mexico_City
25113,12132,DIF,,,0,America/Mexico_City
25114,12133,DIF,,,0,America/Mexico_City
25115,12134,DIF,,,0,America/Mexico_City
25116,12135,DIF,,,0,America/Mexico_City
25117,12136,DIF,,,0,America/Mexico_City
25118,12137,DIF,,,0,America/Mexico_City
25119,12138,DIF,,,0,America/Mexico_City
25120,12139,DIF,,,0,America/Mexico_City
25121,12140,DIF,,,0,America/Mexico_City
25122,12141,DIF,,,0,America/Mexico_City
25123,12142,DIF,,,0,America/Mexico_City
25124,12143,DIF,,,0,America/Mexico_City
25125,12144,DIF,,,0,America/Mexico_City
25126,12145,DIF,,,0,America/Mexico_City
25127,12146,DIF,,,0,America/Mexico_City
25128,12147,DIF,,,0,America/Mexico_City
25129,12148,DIF,,,0,America/Mexico_City
25130,12149,DIF,,,0,America/Mexico_City
25131,12150,DIF,,,0,America/Mexico_City
25132,12151,DIF,,,0,America/Mexico_City
25133,12152,DIF,,,0,America/Mexico_City
25134,12153,DIF,,,0,America/Mexico_City
25135,12154,DIF,,,0,America/Mexico_City
25136,12155,DIF,,,0,America/Mexico_City
25137,12156,DIF,,,0,America/Mexico_City
25138,12157,DIF,,,0,America/Mexico_City
25139,12158,DIF,,,0,America/Mexico_City
25140,12159,DIF,,,0,America/Mexico_City
25141,12160,DIF,,,0,America/Mexico_City
25142,12161,DIF,,,0,America/Mexico_City
25143,12162,DIF,,,0,America/Mexico_City
25144,12163,DIF,,,0,America/Mexico_City
25145,12164,DIF,,,0,America/Mexico_City
25146,12165,DIF,,,0,America/Mexico_City
25147,12166,DIF,,,0,America/Mexico_City
25148,12167,DIF,,,0,America/Mexico_City
25149,12168,DIF,,,0,America/Mexico_City
25150,12169,DIF,,,0,America/Mexico_City
25151,12170,DIF,,,0,America/Mexico_City
25152,12171,DIF,,,0,America/Mexico_City
25153,12172,DIF,,,0,America/Mexico_City
25154,12173,DIF,,,0,America/Mexico_City
25155,12174,DIF,,,0,America/Mexico_City
25156,12175,DIF,,,0,America/Mexico_City
25157,12176,DIF,,,0,America/Mexico_City
25158,12177,DIF,,,0,America/Mexico_City
25159,12178,DIF,,,0,America/Mexico_City
25160,12179,DIF,,,0,America/Mexico_City
25161,12180,DIF,,,0,America/Mexico_City
25162,12181,DIF,,,0,America/Mexico_City
25163,12182,DIF,,,0,America/Mexico_City
25164,12183,DIF,,,0,America/Mexico_City
25165,12184,DIF,,,0,America/Mexico_City
25166,12185,DIF,,,0,America/Mexico_City
25167,12186,DIF,,,0,America/Mexico_City
25168,12187,DIF,,,0,America/Mexico_City
25169,12188,DIF,,,0,America/Mexico_City
25170,12189,DIF,,,0,America/Mexico_City
25171,12190,DIF,,,0,America/Mexico_City
25172,12191,DIF,,,0,America/Mexico_City
25173,12192,DIF,,,0,America/Mexico_City
25174,12193,DIF,,,0,America/Mexico_City
25175,12194,DIF,,,0,America/Mexico_City
25176,12195,DIF,,,0,America/Mexico_City
25177,12196,DIF,,,0,America/Mexico_City
25178,12197,DIF,,,0,America/Mexico_City
25179,12198,DIF,,,0,America/Mexico_City
25180,12199,DIF,,,0,America/Mexico_City
25181,12200,DIF,9,12,0,America/Mexico_City
25182,12201,DIF,,,0,America/Mexico_City
25183,12202,DIF,,,0,America/Mexico_City
25184,12203,DIF,,,0,America/Mexico_City
25185,12204,DIF,,,0,America/Mexico_City
25186,12205,DIF,,,0,America/Mexico_City
25187,12206,DIF,,,0,America/Mexico_City
25188,12207,DIF,,,0,America/Mexico_City
25189,12208,DIF,,,0,America/Mexico_City
25190,12209,DIF,,,0,America/Mexico_City
25191,12210,DIF,,,0,America/Mexico_City
25192,12211,DIF,,,0,America/Mexico_City
25193,12212,DIF,,,0,America/Mexico_City
25194,12213,DIF,,,0,America/Mexico_City
25195,12214,DIF,,,0,America/Mexico_City
25196,12215,DIF,,,0,America/Mexico_City
25197,12216,DIF,,,0,America/Mexico_City
25198,12217,DIF,,,0,America/Mexico_City
25199,12218,DIF,,,0,America/Mexico_City
25200,12219,DIF,,,0,America/Mexico_City
25201,12220,DIF,,,0,America/Mexico_City
25202,12221,DIF,,,0,America/Mexico_City
25203,12222,DIF,,,0,America/Mexico_City
25204,12223,DIF,,,0,America/Mexico_City
25205,12224,DIF,,,0,America/Mexico_City
25206,12225,DIF,,,0,America/Mexico_City
25207,12226,DIF,,,0,America/Mexico_City
25208,12227,DIF,,,0,America/Mexico_City
25209,12228,DIF,,,0,America/Mexico_City
25210,12229,DIF,,,0,America/Mexico_City
25211,12230,DIF,,,0,America/Mexico_City
25212,12231,DIF,,,0,America/Mexico_City
25213,12232,DIF,,,0,America/Mexico_City
25214,12233,DIF,,,0,America/Mexico_City
25215,12234,DIF,,,0,America/Mexico_City
25216,12235,DIF,,,0,America/Mexico_City
25217,12236,DIF,,,0,America/Mexico_City
25218,12237,DIF,,,0,America/Mexico_City
25219,12238,DIF,,,0,America/Mexico_City
25220,12239,DIF,,,0,America/Mexico_City
25221,12240,DIF,,,0,America/Mexico_City
25222,12241,DIF,,,0,America/Mexico_City
25223,12242,DIF,,,0,America/Mexico_City
25224,12243,DIF,,,0,America/Mexico_City
25225,12244,DIF,,,0,America/Mexico_City
25226,12245,DIF,,,0,America/Mexico_City
25227,12246,DIF,,,0,America/Mexico_City
25228,12247,DIF,,,0,America/Mexico_City
25229,12248,DIF,,,0,America/Mexico_City
25230,12249,DIF,,,0,America/Mexico_City
25231,12250,DIF,9,12,0,America/Mexico_City
25232,12251,DIF,,,0,America/Mexico_City
25233,12252,DIF,,,0,America/Mexico_City
25234,12253,DIF,,,0,America/Mexico_City
25235,12254,DIF,,,0,America/Mexico_City
25236,12255,DIF,,,0,America/Mexico_City
25237,12256,DIF,,,0,America/Mexico_City
25238,12257,DIF,,,0,America/Mexico_City
25239,12258,DIF,,,0,America/Mexico_City
25240,12259,DIF,,,0,America/Mexico_City
25241,12260,DIF,,,0,America/Mexico_City
25242,12261,DIF,,,0,America/Mexico_City
25243,12262,DIF,,,0,America/Mexico_City
25244,12263,DIF,,,0,America/Mexico_City
25245,12264,DIF,,,0,America/Mexico_City
25246,12265,DIF,,,0,America/Mexico_City
25247,12266,DIF,,,0,America/Mexico_City
25248,12267,DIF,,,0,America/Mexico_City
25249,12268,DIF,,,0,America/Mexico_City
25250,12269,DIF,,,0,America/Mexico_City
25251,12270,DIF,,,0,America/Mexico_City
25252,12271,DIF,,,0,America/Mexico_City
25253,12272,DIF,,,0,America/Mexico_City
25254,12273,DIF,,,0,America/Mexico_City
25255,12274,DIF,,,0,America/Mexico_City
25256,12275,DIF,,,0,America/Mexico_City
25257,12276,DIF,,,0,America/Mexico_City
25258,12277,DIF,,,0,America/Mexico_City
25259,12278,DIF,,,0,America/Mexico_City
25260,12279,DIF,,,0,America/Mexico_City
25261,12280,DIF,,,0,America/Mexico_City
25262,12281,DIF,,,0,America/Mexico_City
25263,12282,DIF,,,0,America/Mexico_City
25264,12283,DIF,,,0,America/Mexico_City
25265,12284,DIF,,,0,America/Mexico_City
25266,12285,DIF,,,0,America/Mexico_City
25267,12286,DIF,,,0,America/Mexico_City
25268,12287,DIF,,,0,America/Mexico_City
25269,12288,DIF,,,0,America/Mexico_City
25270,12289,DIF,,,0,America/Mexico_City
25271,12290,DIF,,,0,America/Mexico_City
25272,12291,DIF,,,0,America/Mexico_City
25273,12292,DIF,,,0,America/Mexico_City
25274,12293,DIF,,,0,America/Mexico_City
25275,12294,DIF,,,0,America/Mexico_City
25276,12295,DIF,,,0,America/Mexico_City
25277,12296,DIF,,,0,America/Mexico_City
25278,12297,DIF,,,0,America/Mexico_City
25279,12298,DIF,,,0,America/Mexico_City
25280,12299,DIF,,,0,America/Mexico_City
25281,12300,DIF,9,12,0,America/Mexico_City
25282,12301,DIF,,,0,America/Mexico_City
25283,12302,DIF,,,0,America/Mexico_City
25284,12303,DIF,,,0,America/Mexico_City
25285,12304,DIF,,,0,America/Mexico_City
25286,12305,DIF,,,0,America/Mexico_City
25287,12306,DIF,,,0,America/Mexico_City
25288,12307,DIF,,,0,America/Mexico_City
25289,12308,DIF,,,0,America/Mexico_City
25290,12309,DIF,,,0,America/Mexico_City
25291,12310,DIF,,,0,America/Mexico_City
25292,12311,DIF,,,0,America/Mexico_City
25293,12312,DIF,,,0,America/Mexico_City
25294,12313,DIF,,,0,America/Mexico_City
25295,12314,DIF,,,0,America/Mexico_City
25296,12315,DIF,,,0,America/Mexico_City
25297,12316,DIF,,,0,America/Mexico_City
25298,12317,DIF,,,0,America/Mexico_City
25299,12318,DIF,,,0,America/Mexico_City
25300,12319,DIF,,,0,America/Mexico_City
25301,12320,DIF,,,0,America/Mexico_City
25302,12321,DIF,,,0,America/Mexico_City
25303,12322,DIF,,,0,America/Mexico_City
25304,12323,DIF,,,0,America/Mexico_City
25305,12324,DIF,,,0,America/Mexico_City
25306,12325,DIF,,,0,America/Mexico_City
25307,12326,DIF,,,0,America/Mexico_City
25308,12327,DIF,,,0,America/Mexico_City
25309,12328,DIF,,,0,America/Mexico_City
25310,12329,DIF,,,0,America/Mexico_City
25311,12330,DIF,,,0,America/Mexico_City
25312,12331,DIF,,,0,America/Mexico_City
25313,12332,DIF,,,0,America/Mexico_City
25314,12333,DIF,,,0,America/Mexico_City
25315,12334,DIF,,,0,America/Mexico_City
25316,12335,DIF,,,0,America/Mexico_City
25317,12336,DIF,,,0,America/Mexico_City
25318,12337,DIF,,,0,America/Mexico_City
25319,12338,DIF,,,0,America/Mexico_City
25320,12339,DIF,,,0,America/Mexico_City
25321,12340,DIF,,,0,America/Mexico_City
25322,12341,DIF,,,0,America/Mexico_City
25323,12342,DIF,,,0,America/Mexico_City
25324,12343,DIF,,,0,America/Mexico_City
25325,12344,DIF,,,0,America/Mexico_City
25326,12345,DIF,,,0,America/Mexico_City
25327,12346,DIF,,,0,America/Mexico_City
25328,12347,DIF,,,0,America/Mexico_City
25329,12348,DIF,,,0,America/Mexico_City
25330,12349,DIF,,,0,America/Mexico_City
25331,12350,DIF,,,0,America/Mexico_City
25332,12351,DIF,,,0,America/Mexico_City
25333,12352,DIF,,,0,America/Mexico_City
25334,12353,DIF,,,0,America/Mexico_City
25335,12354,DIF,,,0,America/Mexico_City
25336,12355,DIF,,,0,America/Mexico_City
25337,12356,DIF,,,0,America/Mexico_City
25338,12357,DIF,,,0,America/Mexico_City
25339,12358,DIF,,,0,America/Mexico_City
25340,12359,DIF,,,0,America/Mexico_City
25341,12360,DIF,,,0,America/Mexico_City
25342,12361,DIF,,,0,America/Mexico_City
25343,12362,DIF,,,0,America/Mexico_City
25344,12363,DIF,,,0,America/Mexico_City
25345,12364,DIF,,,0,America/Mexico_City
25346,12365,DIF,,,0,America/Mexico_City
25347,12366,DIF,,,0,America/Mexico_City
25348,12367,DIF,,,0,America/Mexico_City
25349,12368,DIF,,,0,America/Mexico_City
25350,12369,DIF,,,0,America/Mexico_City
25351,12370,DIF,,,0,America/Mexico_City
25352,12371,DIF,,,0,America/Mexico_City
25353,12372,DIF,,,0,America/Mexico_City
25354,12373,DIF,,,0,America/Mexico_City
25355,12374,DIF,,,0,America/Mexico_City
25356,12375,DIF,,,0,America/Mexico_City
25357,12376,DIF,,,0,America/Mexico_City
25358,12377,DIF,,,0,America/Mexico_City
25359,12378,DIF,,,0,America/Mexico_City
25360,12379,DIF,,,0,America/Mexico_City
25361,12380,DIF,,,0,America/Mexico_City
25362,12381,DIF,,,0,America/Mexico_City
25363,12382,DIF,,,0,America/Mexico_City
25364,12383,DIF,,,0,America/Mexico_City
25365,12384,DIF,,,0,America/Mexico_City
25366,12385,DIF,,,0,America/Mexico_City
25367,12386,DIF,,,0,America/Mexico_City
25368,12387,DIF,,,0,America/Mexico_City
25369,12388,DIF,,,0,America/Mexico_City
25370,12389,DIF,,,0,America/Mexico_City
25371,12390,DIF,,,0,America/Mexico_City
25372,12391,DIF,,,0,America/Mexico_City
25373,12392,DIF,,,0,America/Mexico_City
25374,12393,DIF,,,0,America/Mexico_City
25375,12394,DIF,,,0,America/Mexico_City
25376,12395,DIF,,,0,America/Mexico_City
25377,12396,DIF,,,0,America/Mexico_City
25378,12397,DIF,,,0,America/Mexico_City
25379,12398,DIF,,,0,America/Mexico_City
25380,12399,DIF,,,0,America/Mexico_City
25381,12400,DIF,9,12,0,America/Mexico_City
25382,12401,DIF,,,0,America/Mexico_City
25383,12402,DIF,,,0,America/Mexico_City
25384,12403,DIF,,,0,America/Mexico_City
25385,12404,DIF,,,0,America/Mexico_City
25386,12405,DIF,,,0,America/Mexico_City
25387,12406,DIF,,,0,America/Mexico_City
25388,12407,DIF,,,0,America/Mexico_City
25389,12408,DIF,,,0,America/Mexico_City
25390,12409,DIF,,,0,America/Mexico_City
25391,12410,DIF,9,12,0,America/Mexico_City
25392,12411,DIF,,,0,America/Mexico_City
25393,12412,DIF,,,0,America/Mexico_City
25394,12413,DIF,,,0,America/Mexico_City
25395,12414,DIF,,,0,America/Mexico_City
25396,12415,DIF,,,0,America/Mexico_City
25397,12416,DIF,,,0,America/Mexico_City
25398,12417,DIF,,,0,America/Mexico_City
25399,12418,DIF,,,0,America/Mexico_City
25400,12419,DIF,,,0,America/Mexico_City
25401,12420,DIF,,,0,America/Mexico_City
25402,12421,DIF,,,0,America/Mexico_City
25403,12422,DIF,,,0,America/Mexico_City
25404,12423,DIF,,,0,America/Mexico_City
25405,12424,DIF,,,0,America/Mexico_City
25406,12425,DIF,,,0,America/Mexico_City
25407,12426,DIF,,,0,America/Mexico_City
25408,12427,DIF,,,0,America/Mexico_City
25409,12428,DIF,,,0,America/Mexico_City
25410,12429,DIF,,,0,America/Mexico_City
25411,12430,DIF,,,0,America/Mexico_City
25412,12431,DIF,,,0,America/Mexico_City
25413,12432,DIF,,,0,America/Mexico_City
25414,12433,DIF,,,0,America/Mexico_City
25415,12434,DIF,,,0,America/Mexico_City
25416,12435,DIF,,,0,America/Mexico_City
25417,12436,DIF,,,0,America/Mexico_City
25418,12437,DIF,,,0,America/Mexico_City
25419,12438,DIF,,,0,America/Mexico_City
25420,12439,DIF,,,0,America/Mexico_City
25421,12440,DIF,,,0,America/Mexico_City
25422,12441,DIF,,,0,America/Mexico_City
25423,12442,DIF,,,0,America/Mexico_City
25424,12443,DIF,,,0,America/Mexico_City
25425,12444,DIF,,,0,America/Mexico_City
25426,12445,DIF,,,0,America/Mexico_City
25427,12446,DIF,,,0,America/Mexico_City
25428,12447,DIF,,,0,America/Mexico_City
25429,12448,DIF,,,0,America/Mexico_City
25430,12449,DIF,,,0,America/Mexico_City
25431,12450,DIF,,,0,America/Mexico_City
25432,12451,DIF,,,0,America/Mexico_City
25433,12452,DIF,,,0,America/Mexico_City
25434,12453,DIF,,,0,America/Mexico_City
25435,12454,DIF,,,0,America/Mexico_City
25436,12455,DIF,,,0,America/Mexico_City
25437,12456,DIF,,,0,America/Mexico_City
25438,12457,DIF,,,0,America/Mexico_City
25439,12458,DIF,,,0,America/Mexico_City
25440,12459,DIF,,,0,America/Mexico_City
25441,12460,DIF,,,0,America/Mexico_City
25442,12461,DIF,,,0,America/Mexico_City
25443,12462,DIF,,,0,America/Mexico_City
25444,12463,DIF,,,0,America/Mexico_City
25445,12464,DIF,,,0,America/Mexico_City
25446,12465,DIF,,,0,America/Mexico_City
25447,12466,DIF,,,0,America/Mexico_City
25448,12467,DIF,,,0,America/Mexico_City
25449,12468,DIF,,,0,America/Mexico_City
25450,12469,DIF,,,0,America/Mexico_City
25451,12470,DIF,,,0,America/Mexico_City
25452,12471,DIF,,,0,America/Mexico_City
25453,12472,DIF,,,0,America/Mexico_City
25454,12473,DIF,,,0,America/Mexico_City
25455,12474,DIF,,,0,America/Mexico_City
25456,12475,DIF,,,0,America/Mexico_City
25457,12476,DIF,,,0,America/Mexico_City
25458,12477,DIF,,,0,America/Mexico_City
25459,12478,DIF,,,0,America/Mexico_City
25460,12479,DIF,,,0,America/Mexico_City
25461,12480,DIF,,,0,America/Mexico_City
25462,12481,DIF,,,0,America/Mexico_City
25463,12482,DIF,,,0,America/Mexico_City
25464,12483,DIF,,,0,America/Mexico_City
25465,12484,DIF,,,0,America/Mexico_City
25466,12485,DIF,,,0,America/Mexico_City
25467,12486,DIF,,,0,America/Mexico_City
25468,12487,DIF,,,0,America/Mexico_City
25469,12488,DIF,,,0,America/Mexico_City
25470,12489,DIF,,,0,America/Mexico_City
25471,12490,DIF,,,0,America/Mexico_City
25472,12491,DIF,,,0,America/Mexico_City
25473,12492,DIF,,,0,America/Mexico_City
25474,12493,DIF,,,0,America/Mexico_City
25475,12494,DIF,,,0,America/Mexico_City
25476,12495,DIF,,,0,America/Mexico_City
25477,12496,DIF,,,0,America/Mexico_City
25478,12497,DIF,,,0,America/Mexico_City
25479,12498,DIF,,,0,America/Mexico_City
25480,12499,DIF,,,0,America/Mexico_City
25481,12500,DIF,9,12,0,America/Mexico_City
25482,12501,DIF,,,0,America/Mexico_City
25483,12502,DIF,,,0,America/Mexico_City
25484,12503,DIF,,,0,America/Mexico_City
25485,12504,DIF,,,0,America/Mexico_City
25486,12505,DIF,,,0,America/Mexico_City
25487,12506,DIF,,,0,America/Mexico_City
25488,12507,DIF,,,0,America/Mexico_City
25489,12508,DIF,,,0,America/Mexico_City
25490,12509,DIF,,,0,America/Mexico_City
25491,12510,DIF,,,0,America/Mexico_City
25492,12511,DIF,,,0,America/Mexico_City
25493,12512,DIF,,,0,America/Mexico_City
25494,12513,DIF,,,0,America/Mexico_City
25495,12514,DIF,,,0,America/Mexico_City
25496,12515,DIF,,,0,America/Mexico_City
25497,12516,DIF,,,0,America/Mexico_City
25498,12517,DIF,,,0,America/Mexico_City
25499,12518,DIF,,,0,America/Mexico_City
25500,12519,DIF,,,0,America/Mexico_City
25501,12520,DIF,,,0,America/Mexico_City
25502,12521,DIF,,,0,America/Mexico_City
25503,12522,DIF,,,0,America/Mexico_City
25504,12523,DIF,,,0,America/Mexico_City
25505,12524,DIF,,,0,America/Mexico_City
25506,12525,DIF,,,0,America/Mexico_City
25507,12526,DIF,,,0,America/Mexico_City
25508,12527,DIF,,,0,America/Mexico_City
25509,12528,DIF,,,0,America/Mexico_City
25510,12529,DIF,,,0,America/Mexico_City
25511,12530,DIF,,,0,America/Mexico_City
25512,12531,DIF,,,0,America/Mexico_City
25513,12532,DIF,,,0,America/Mexico_City
25514,12533,DIF,,,0,America/Mexico_City
25515,12534,DIF,,,0,America/Mexico_City
25516,12535,DIF,,,0,America/Mexico_City
25517,12536,DIF,,,0,America/Mexico_City
25518,12537,DIF,,,0,America/Mexico_City
25519,12538,DIF,,,0,America/Mexico_City
25520,12539,DIF,,,0,America/Mexico_City
25521,12540,DIF,,,0,America/Mexico_City
25522,12541,DIF,,,0,America/Mexico_City
25523,12542,DIF,,,0,America/Mexico_City
25524,12543,DIF,,,0,America/Mexico_City
25525,12544,DIF,,,0,America/Mexico_City
25526,12545,DIF,,,0,America/Mexico_City
25527,12546,DIF,,,0,America/Mexico_City
25528,12547,DIF,,,0,America/Mexico_City
25529,12548,DIF,,,0,America/Mexico_City
25530,12549,DIF,,,0,America/Mexico_City
25531,12550,DIF,,,0,America/Mexico_City
25532,12551,DIF,,,0,America/Mexico_City
25533,12552,DIF,,,0,America/Mexico_City
25534,12553,DIF,,,0,America/Mexico_City
25535,12554,DIF,,,0,America/Mexico_City
25536,12555,DIF,,,0,America/Mexico_City
25537,12556,DIF,,,0,America/Mexico_City
25538,12557,DIF,,,0,America/Mexico_City
25539,12558,DIF,,,0,America/Mexico_City
25540,12559,DIF,,,0,America/Mexico_City
25541,12560,DIF,,,0,America/Mexico_City
25542,12561,DIF,,,0,America/Mexico_City
25543,12562,DIF,,,0,America/Mexico_City
25544,12563,DIF,,,0,America/Mexico_City
25545,12564,DIF,,,0,America/Mexico_City
25546,12565,DIF,,,0,America/Mexico_City
25547,12566,DIF,,,0,America/Mexico_City
25548,12567,DIF,,,0,America/Mexico_City
25549,12568,DIF,,,0,America/Mexico_City
25550,12569,DIF,,,0,America/Mexico_City
25551,12570,DIF,,,0,America/Mexico_City
25552,12571,DIF,,,0,America/Mexico_City
25553,12572,DIF,,,0,America/Mexico_City
25554,12573,DIF,,,0,America/Mexico_City
25555,12574,DIF,,,0,America/Mexico_City
25556,12575,DIF,,,0,America/Mexico_City
25557,12576,DIF,,,0,America/Mexico_City
25558,12577,DIF,,,0,America/Mexico_City
25559,12578,DIF,,,0,America/Mexico_City
25560,12579,DIF,,,0,America/Mexico_City
25561,12580,DIF,,,0,America/Mexico_City
25562,12581,DIF,,,0,America/Mexico_City
25563,12582,DIF,,,0,America/Mexico_City
25564,12583,DIF,,,0,America/Mexico_City
25565,12584,DIF,,,0,America/Mexico_City
25566,12585,DIF,,,0,America/Mexico_City
25567,12586,DIF,,,0,America/Mexico_City
25568,12587,DIF,,,0,America/Mexico_City
25569,12588,DIF,,,0,America/Mexico_City
25570,12589,DIF,,,0,America/Mexico_City
25571,12590,DIF,,,0,America/Mexico_City
25572,12591,DIF,,,0,America/Mexico_City
25573,12592,DIF,,,0,America/Mexico_City
25574,12593,DIF,,,0,America/Mexico_City
25575,12594,DIF,,,0,America/Mexico_City
25576,12595,DIF,,,0,America/Mexico_City
25577,12596,DIF,,,0,America/Mexico_City
25578,12597,DIF,,,0,America/Mexico_City
25579,12598,DIF,,,0,America/Mexico_City
25580,12599,DIF,,,0,America/Mexico_City
25581,12600,DIF,9,12,0,America/Mexico_City
25582,12601,DIF,,,0,America/Mexico_City
25583,12602,DIF,,,0,America/Mexico_City
25584,12603,DIF,,,0,America/Mexico_City
25585,12604,DIF,,,0,America/Mexico_City
25586,12605,DIF,,,0,America/Mexico_City
25587,12606,DIF,,,0,America/Mexico_City
25588,12607,DIF,,,0,America/Mexico_City
25589,12608,DIF,,,0,America/Mexico_City
25590,12609,DIF,,,0,America/Mexico_City
25591,12610,DIF,,,0,America/Mexico_City
25592,12611,DIF,,,0,America/Mexico_City
25593,12612,DIF,,,0,America/Mexico_City
25594,12613,DIF,,,0,America/Mexico_City
25595,12614,DIF,,,0,America/Mexico_City
25596,12615,DIF,,,0,America/Mexico_City
25597,12616,DIF,,,0,America/Mexico_City
25598,12617,DIF,,,0,America/Mexico_City
25599,12618,DIF,,,0,America/Mexico_City
25600,12619,DIF,,,0,America/Mexico_City
25601,12620,DIF,,,0,America/Mexico_City
25602,12621,DIF,,,0,America/Mexico_City
25603,12622,DIF,,,0,America/Mexico_City
25604,12623,DIF,,,0,America/Mexico_City
25605,12624,DIF,,,0,America/Mexico_City
25606,12625,DIF,,,0,America/Mexico_City
25607,12626,DIF,,,0,America/Mexico_City
25608,12627,DIF,,,0,America/Mexico_City
25609,12628,DIF,,,0,America/Mexico_City
25610,12629,DIF,,,0,America/Mexico_City
25611,12630,DIF,,,0,America/Mexico_City
25612,12631,DIF,,,0,America/Mexico_City
25613,12632,DIF,,,0,America/Mexico_City
25614,12633,DIF,,,0,America/Mexico_City
25615,12634,DIF,,,0,America/Mexico_City
25616,12635,DIF,,,0,America/Mexico_City
25617,12636,DIF,,,0,America/Mexico_City
25618,12637,DIF,,,0,America/Mexico_City
25619,12638,DIF,,,0,America/Mexico_City
25620,12639,DIF,,,0,America/Mexico_City
25621,12640,DIF,,,0,America/Mexico_City
25622,12641,DIF,,,0,America/Mexico_City
25623,12642,DIF,,,0,America/Mexico_City
25624,12643,DIF,,,0,America/Mexico_City
25625,12644,DIF,,,0,America/Mexico_City
25626,12645,DIF,,,0,America/Mexico_City
25627,12646,DIF,,,0,America/Mexico_City
25628,12647,DIF,,,0,America/Mexico_City
25629,12648,DIF,,,0,America/Mexico_City
25630,12649,DIF,,,0,America/Mexico_City
25631,12650,DIF,,,0,America/Mexico_City
25632,12651,DIF,,,0,America/Mexico_City
25633,12652,DIF,,,0,America/Mexico_City
25634,12653,DIF,,,0,America/Mexico_City
25635,12654,DIF,,,0,America/Mexico_City
25636,12655,DIF,,,0,America/Mexico_City
25637,12656,DIF,,,0,America/Mexico_City
25638,12657,DIF,,,0,America/Mexico_City
25639,12658,DIF,,,0,America/Mexico_City
25640,12659,DIF,,,0,America/Mexico_City
25641,12660,DIF,,,0,America/Mexico_City
25642,12661,DIF,,,0,America/Mexico_City
25643,12662,DIF,,,0,America/Mexico_City
25644,12663,DIF,,,0,America/Mexico_City
25645,12664,DIF,,,0,America/Mexico_City
25646,12665,DIF,,,0,America/Mexico_City
25647,12666,DIF,,,0,America/Mexico_City
25648,12667,DIF,,,0,America/Mexico_City
25649,12668,DIF,,,0,America/Mexico_City
25650,12669,DIF,,,0,America/Mexico_City
25651,12670,DIF,,,0,America/Mexico_City
25652,12671,DIF,,,0,America/Mexico_City
25653,12672,DIF,,,0,America/Mexico_City
25654,12673,DIF,,,0,America/Mexico_City
25655,12674,DIF,,,0,America/Mexico_City
25656,12675,DIF,,,0,America/Mexico_City
25657,12676,DIF,,,0,America/Mexico_City
25658,12677,DIF,,,0,America/Mexico_City
25659,12678,DIF,,,0,America/Mexico_City
25660,12679,DIF,,,0,America/Mexico_City
25661,12680,DIF,,,0,America/Mexico_City
25662,12681,DIF,,,0,America/Mexico_City
25663,12682,DIF,,,0,America/Mexico_City
25664,12683,DIF,,,0,America/Mexico_City
25665,12684,DIF,,,0,America/Mexico_City
25666,12685,DIF,,,0,America/Mexico_City
25667,12686,DIF,,,0,America/Mexico_City
25668,12687,DIF,,,0,America/Mexico_City
25669,12688,DIF,,,0,America/Mexico_City
25670,12689,DIF,,,0,America/Mexico_City
25671,12690,DIF,,,0,America/Mexico_City
25672,12691,DIF,,,0,America/Mexico_City
25673,12692,DIF,,,0,America/Mexico_City
25674,12693,DIF,,,0,America/Mexico_City
25675,12694,DIF,,,0,America/Mexico_City
25676,12695,DIF,,,0,America/Mexico_City
25677,12696,DIF,,,0,America/Mexico_City
25678,12697,DIF,,,0,America/Mexico_City
25679,12698,DIF,,,0,America/Mexico_City
25680,12699,DIF,,,0,America/Mexico_City
25681,12700,DIF,9,12,0,America/Mexico_City
25682,12701,DIF,,,0,America/Mexico_City
25683,12702,DIF,,,0,America/Mexico_City
25684,12703,DIF,,,0,America/Mexico_City
25685,12704,DIF,,,0,America/Mexico_City
25686,12705,DIF,,,0,America/Mexico_City
25687,12706,DIF,,,0,America/Mexico_City
25688,12707,DIF,,,0,America/Mexico_City
25689,12708,DIF,,,0,America/Mexico_City
25690,12709,DIF,,,0,America/Mexico_City
25691,12710,DIF,,,0,America/Mexico_City
25692,12711,DIF,,,0,America/Mexico_City
25693,12712,DIF,,,0,America/Mexico_City
25694,12713,DIF,,,0,America/Mexico_City
25695,12714,DIF,,,0,America/Mexico_City
25696,12715,DIF,,,0,America/Mexico_City
25697,12716,DIF,,,0,America/Mexico_City
25698,12717,DIF,,,0,America/Mexico_City
25699,12718,DIF,,,0,America/Mexico_City
25700,12719,DIF,,,0,America/Mexico_City
25701,12720,DIF,,,0,America/Mexico_City
25702,12721,DIF,,,0,America/Mexico_City
25703,12722,DIF,,,0,America/Mexico_City
25704,12723,DIF,,,0,America/Mexico_City
25705,12724,DIF,,,0,America/Mexico_City
25706,12725,DIF,,,0,America/Mexico_City
